Event ID,Event Name,Event Size,Day,Timeslot,Duration,Original Room,Original Campus,New Room,New Room Capacity,New Campus,Capacity Waste,Tiered Waste,Original Room Type,New Room Type,Room Type Match
E:6E7MOU925Q,PECP1 - Yr 1 - Seminar,90,Monday,Monday 09:00,480,0564_03_3.24,Holyrood,0450_02_2.35,128,Central,38,18,Classroom Style,Classroom Style,1
E:VZZVBDQ3EC-00004,Language and Communication - Groupwork,21,Thursday,Thursday 13:30,180,0558_05_5.4,Holyrood,0201_02_2.11,28,Central,7,0,Classroom Style,Classroom Style,1
E:6E7MOU925Q-00001,PECP1 - Yr 1 - Seminar,20,Tuesday,Tuesday 09:00,480,0564_03_3.23,Holyrood,0001_01_1.274,22,Central,2,0,Boardroom Style,Boardroom Style,1
E:6E7MOU925Q-00003,PECP1 - Yr 1 - Seminar,20,Thursday,Thursday 09:00,480,0564_03_3.25,Holyrood,0201_00_G.05,20,Central,0,0,Boardroom Style,Boardroom Style,1
E:VZZVBDQ3EC-00003,Language and Communication - Groupwork,21,Thursday,Thursday 10:00,150,0558_05_5.4,Holyrood,0300_00_NG.01,36,Central,15,0,Classroom Style,Classroom Style,1
E:6E7MOU925Q-00001,PECP1 - Yr 1 - Seminar,20,Tuesday,Tuesday 09:00,480,0564_03_3.25,Holyrood,0201_00_G.05,20,Central,0,0,Boardroom Style,Boardroom Style,1
E:6E7MOU925Q-00001,PECP1 - Yr 1 - Seminar,20,Tuesday,Tuesday 09:00,480,0564_03_3.15,Holyrood,0214_00_G.02,40,Central,20,0,Classroom Style,Classroom Style,1
E:A89P6TMYUC,Community Based Research 1: Understanding the Community - Workshop,20,Monday,Monday 11:00,110,0558_03_3.02,Holyrood,0201_00_G.05,20,Central,0,0,Boardroom Style,Boardroom Style,1
E:1397TMG1UU,Physio-Mechanical Aspects of Resistance Training - Case Study Presentations- MONDAY,25,Monday,Monday 09:00,540,0555_02_2.1,Holyrood,0113_00_G.13,26,Central,1,0,Boardroom Style,Boardroom Style,1
E:6E7MOU925Q-00002,PECP1 - Yr 1 - Seminar,20,Wednesday,Wednesday 09:00,480,0564_03_3.15,Holyrood,0214_01_1.01,20,Central,0,0,Classroom Style,Classroom Style,1
E:ML6DDK4QHB,ELE - Academic English for Visiting Students 2 (AEVS 2) Group 2,14,Monday,Monday 11:00,110,0551_00_G36B,Holyrood,0254_01_1.04,16,Central,2,0,Classroom Style,Classroom Style,1
E:3VKG5HRJGZ-00001,Sustainable Business Consultancy Projects - Lecture,65,Tuesday,Tuesday 12:00,50,0555_00_G.1,Holyrood,0209_02_2.01,70,Central,5,0,Classroom Style,Classroom Style,1
E:XIXOXU83H2,Kanazawa University - English for Legal Studies - Poster Conference,60,Friday,Friday 09:00,240,0551_01_1.26,Holyrood,0335_04_4.3,60,Central,0,0,Classroom Style,Classroom Style,1
E:X9P9HHEV2G,Kanazawa University - English for Legal Studies - Group 1,10,Tuesday,Tuesday 14:00,110,0551_00_G33,Holyrood,0300_00_NG.03,16,Central,6,0,Classroom Style,Classroom Style,1
E:5OIGD46P7T,Kanazawa University - English for Legal Studies - Group 2,10,Tuesday,Tuesday 14:00,110,0551_00_G30,Holyrood,0228_03_3.01,24,Central,14,0,Classroom Style,Classroom Style,1
E:PIG7SGS7P5,ELE - Academic English for Visiting Students 2 (AEVS 2) Group 1,14,Monday,Monday 09:00,110,0551_00_G36B,Holyrood,0335_02_2.1,25,Central,11,0,Classroom Style,Classroom Style,1
E:I8I33C2LMG,ELE - Academic English for Visiting Students 2 (AEVS 2) Group 1,14,Tuesday,Tuesday 09:00,110,0551_00_G36B,Holyrood,0300_00_NG.03,16,Central,2,0,Classroom Style,Classroom Style,1
E:RRX1JEJYWH,ELE - Academic English for Visiting Students 2 (AEVS 2) Group 2,14,Thursday,Thursday 11:00,110,0551_00_G36B,Holyrood,0228_08_8.13,15,Central,1,0,Classroom Style,Boardroom Style,0
E:WTJM9HEO3K,LfA - Spanish Beginners Step 1,14,Monday,Monday 14:00,90,0551_00_G36B,Holyrood,0228_07_7.18,24,Central,10,0,Classroom Style,Classroom Style,1
E:XIWXQNPQT6-00001-00001,PECP2: The Early Secondary Years - Seminar/C,25,Monday,Monday 14:00,80,0553_04_422,Holyrood,0423_R_R.02B,27,Lauriston,2,0,Boardroom Style,Boardroom Style,1
E:AX8PVKFOK4,Future Careers - Insights from the teaching team,30,Monday,Monday 10:00,50,0564_02_2.14,Holyrood,0335_02_2.3,40,Central,10,0,Classroom Style,Classroom Style,1
E:8UNUGZ2HQD,Psychology of Physical Activity 3 - Lecture,30,Tuesday,Tuesday 09:00,240,0558_04_4.4,Holyrood,0335_02_2.2,44,Central,14,0,Classroom Style,Classroom Style,1
E:E5DND3UDZ6,"Text, Discourse and Language Teaching - Workshop/03",25,Thursday,Thursday 11:00,110,0551_01_1.19,Holyrood,0335_03_3.1,25,Central,0,0,Classroom Style,Classroom Style,1
E:JT4U1I87Z1-00040,Professional Development Programme - Winter Hillwalking,25,Monday,Monday 10:00,120,0555_02_2.1,Holyrood,0423_R_R.02B,27,Lauriston,2,0,Boardroom Style,Boardroom Style,1
E:2IY8DDDYUC,Comparative Analysis in Education - Workshop/02,20,Thursday,Thursday 14:00,110,0551_01_1.19,Holyrood,0228_-1_LG.10,36,Central,16,0,Classroom Style,Classroom Style,1
E:R3EXLD8BRU,Corpus Linguistics and Language Teaching - Workshop Group/01,25,Thursday,Thursday 10:00,120,0558_05_5.2,Holyrood,0335_01_1.2,44,Central,19,0,Classroom Style,Classroom Style,1
E:VJATVJBQ6Z-00001-00001,PECP2: The Early Secondary Years - Seminar/D,25,Monday,Monday 14:00,80,0558_04_4.18,Holyrood,0228_09_9.18,25,Central,0,0,Classroom Style,Classroom Style,1
E:AJMI1LN2WX,OS - The Monthly Read,16,Thursday,Thursday 11:00,110,0551_00_G34,Holyrood,0113_01_1.42,20,Central,4,0,Boardroom Style,Classroom Style,0
E:ZZDDRD8VFG-00001,Econometrics 2 - Time Series - Exam,0,Wednesday,Wednesday 13:30,240,0551_01_1.37,Holyrood,0113_02_2.26,12,Central,12,0,Classroom Style,Classroom Style,1
E:CXZIISJIEM-00003,Microeconomics 2 - Exam,0,Friday,Friday 09:00,270,0551_00_G38,Holyrood,0254_01_1.09,8,Central,8,0,Boardroom Style,Boardroom Style,1
E:CXZIISJIEM-00001,Microeconomics 2 - Exam,0,Friday,Friday 09:30,240,0551_01_1.19,Holyrood,0003_01_1.04,19,Central,19,0,Classroom Style,Classroom Style,1
E:CXZIISJIEM-00002,Microeconomics 2 - Exam,0,Friday,Friday 09:30,240,0551_00_G42,Holyrood,0254_01_1.12,10,Central,10,0,Classroom Style,Classroom Style,1
E:ZZDDRD8VFG,Econometrics 2 - Time Series - Exam,160,Wednesday,Wednesday 13:00,360,0551_00_G42,Holyrood,0005_-1_B.01,164,Central,4,0,Classroom Style,Lecture Theatre,0
E:CXZIISJIEM,Microeconomics 2 - Exam,160,Friday,Friday 09:30,180,0551_01_1.18,Holyrood,0201_00_G.06,193,Central,33,1,Classroom Style,Lecture Theatre,0
E:ZZDDRD8VFG-00002,Econometrics 2 - Time Series - Exam,0,Wednesday,Wednesday 12:00,360,0558_05_5.2,Holyrood,0113_01M_01M.474,10,Central,10,0,Classroom Style,Classroom Style,1
E:KQBFBWQY1F,ELE - Academic Writing For In-Sessional Study (AWIS) Group 26,14,Tuesday,Tuesday 15:00,110,0551_-1M_M16,Holyrood,0228_06_6.05,14,Central,0,0,Boardroom Style,Boardroom Style,1
E:6BQ43S3LG3,ELE - Seminar Discussion Skills (SDS) Group 11,16,Tuesday,Tuesday 14:00,110,0551_-1_LG49,Holyrood,0228_11_11.10,36,Central,20,0,Boardroom Style,Classroom Style,0
E:SFW9KHUF1U,ELE - Academic Writing For In-Sessional Study (AWIS) Group 27,14,Wednesday,Wednesday 15:00,110,0551_-1M_M16,Holyrood,0228_01_1.01,14,Central,0,0,Boardroom Style,Boardroom Style,1
E:BKB77FN2XW,ELE - Seminar Discussion Skills (SDS) Group 12,16,Wednesday,Wednesday 15:00,110,0551_-1M_M14,Holyrood,0103_01_1.B09,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:A3UY8D3559-2,The Group in the Development of Self and Other - Seminar/02,55,Monday,Monday 10:00,180,0551_01_1.26,Holyrood,0226_-1_LG.18,66,Central,11,0,Classroom Style,Specialist Room,0
E:WFJEL67BBG,The Group in the Development of Self and Other - ILG2 / ILG4,10,Monday,Monday 14:00,170,0591_-1_B1.07,Holyrood,0214_01_1.22,12,Central,2,0,Boardroom Style,Boardroom Style,1
E:1PHTIKA1AS,Kanazawa University - English for Legal Studies,16,Wednesday,Wednesday 14:00,110,0551_-1M_M14,Holyrood,0254_01_1.03,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:9MMOHE77FW,"OS - King Charles I, Oliver Cromwell and the Great Rebellion",16,Friday,Friday 10:00,360,0551_00_G34,Holyrood,0103_01_1.B09,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:2IDFDANBMB,ELE - Seminar Discussion Skills (SDS) Group 13,16,Thursday,Thursday 10:00,120,0551_-1M_M14,Holyrood,0335_02_2.4,16,Central,0,0,Boardroom Style,Classroom Style,0
E:GRJBJH3MLZ,ELE - Academic Writing For In-Sessional Study (AWIS) Group 28,14,Friday,Friday 10:00,120,0551_-1M_M16,Holyrood,0103_01_1.B09,16,Central,2,0,Boardroom Style,Boardroom Style,1
E:12Z5VRPZR2-00003,Assessing Pupils/ Students with Visual impairment - Groupwork,15,Thursday,Thursday 10:00,360,0551_00_G42,Holyrood,0201_00_G.07,194,Central,179,159,Classroom Style,Lecture Theatre,0
E:12Z5VRPZR2-00004,Assessing Pupils/ Students with Visual impairment - Groupwork,15,Friday,Friday 10:00,360,0551_00_G37,Holyrood,0003_01_1.04,19,Central,4,0,Classroom Style,Classroom Style,1
E:X2TQN7SUAR,Qualitative Data Research - Workshop/01,25,Tuesday,Tuesday 14:00,110,0558_03_3.4,Holyrood,0113_00_G.15,29,Central,4,0,Classroom Style,Classroom Style,1
E:HD72CX31F9-00001,Professional Practice Placement 2 - Lecture and Discussion Workshop,20,Monday,Monday 13:00,110,0558_04_4.02,Holyrood,0228_04_4.18,25,Central,5,0,Classroom Style,Classroom Style,1
E:5FYPAZUJTD,EPR4 - Lecture,50,Wednesday,Wednesday 09:00,110,0551_01_1.18,Holyrood,0335_04_4.3,60,Central,10,0,Classroom Style,Classroom Style,1
E:9VWD211TJO,Professional Practice Placement 3 - Mid Placement Review,20,Friday,Friday 09:00,210,0558_02_2.3,Holyrood,0424_05_5.21,40,Lauriston,20,0,Classroom Style,Classroom Style,1
E:RNWB4GJ11V,Corpus Linguistics and Language Teaching - Workshop Group/01,25,Thursday,Thursday 10:00,120,0551_01_1.19,Holyrood,0311_02_2.05,31,Central,6,0,Classroom Style,Classroom Style,1
E:GWW6O3UC4Q-00001,Developing Talent - Practical,40,Monday,Monday 14:00,50,0564_00_G4,Holyrood,0424_05_5.21,40,Lauriston,0,0,Classroom Style,Classroom Style,1
E:TYTKQQ9XCV,OS - Introduction to Archaeology: Digging Deeper,16,Monday,Monday 18:30,110,0564_03_3.23,Holyrood,0227_02_2.03,18,Central,2,0,Boardroom Style,Boardroom Style,1
E:M46W9XHBQ8-0001,Macroeconomics 2 - Exam,5,Thursday,Thursday 09:00,240,0551_-1M_M16,Holyrood,0113_00_G.199,8,Central,3,0,Boardroom Style,Boardroom Style,1
E:M46W9XHBQ8,Macroeconomics 2 - Exam,80,Thursday,Thursday 09:00,240,0551_00_G1,Holyrood,0335_00_G.01,120,Central,40,20,Classroom Style,Lecture Theatre,0
E:XGNI7NJDCR,"OS - Mostly Murder, 1935: Cases from Edinburgh's Forensic Medicine Archives",20,Saturday,Saturday 10:00,180,0551_-1_LG48,Holyrood,0401_01M_01M.19,38,New College,18,0,Boardroom Style,Boardroom Style,1
E:R8V2XHQSOR-00006,Professional Development and Leadership in Dance Teaching in the Community (PDLDT-C) Self-care Workshop 7,10,Monday,Monday 09:00,110,0558_02_2.2,Holyrood,0401_01_1.08,12,New College,2,0,Boardroom Style,Boardroom Style,1
E:Y7KELQC6S7,Involving Children and Young People in Research and Participation - Jamboree/04,20,Monday,Monday 12:30,330,0558_04_4.18,Holyrood,0228_03_3.01,24,Central,4,0,Classroom Style,Classroom Style,1
E:KY55TO7FTJ,Investigating Individual Learner Differences - Workshop/02,25,Tuesday,Tuesday 10:00,110,0551_01_1.19,Holyrood,0300_00_NG.01,36,Central,11,0,Classroom Style,Classroom Style,1
E:S9PIHRZ31J-00001,"Assessment Seminar (Groups 03, 04)",50,Thursday,Thursday 13:00,110,0558_02_2.3,Holyrood,0335_04_4.3,60,Central,10,0,Classroom Style,Classroom Style,1
E:2GYA9X3WQC,Involving Children and Young People in Research and Participation - Jamboree/01,20,Monday,Monday 12:30,330,0558_03_3.02,Holyrood,0103_01_1.B19,20,Central,0,0,Boardroom Style,Boardroom Style,1
E:4SAHVIJVD9-00002,Session Three: 15th March 2025,20,Saturday,Saturday 09:30,240,0551_01_1.18,Holyrood,0401_01_1.07,32,New College,12,0,Classroom Style,Classroom Style,1
E:4IX672D6DQ,Psychology Of Learning And Teaching - Lecture & Workshops/01,25,Tuesday,Tuesday 11:00,110,0555_02_2.1,Holyrood,0001_01_1.275,30,Central,5,0,Boardroom Style,Boardroom Style,1
E:EJ4U1DZEEY,Involving Children and Young People in Research and Participation - Jamboree/03,20,Monday,Monday 12:30,330,0558_04_4.02,Holyrood,0201_02_2.04,24,Central,4,0,Classroom Style,Classroom Style,1
E:D2I13U85D2,Developing Talent - Practical,40,Monday,Monday 14:00,110,0564_00_G4,Holyrood,0422_J_J.05,60,Central,20,0,Classroom Style,Classroom Style,1
E:9CF27QCUBU-00001,Education and Conflict - Mapping Workshop,55,Thursday,Thursday 13:00,110,0551_00_G21,Holyrood,0226_-1_LG.14,68,Central,13,0,Classroom Style,Specialist Room,0
E:7EL5UZNWWU,Involving Children and Young People in Research and Participation - Jamboree/02,20,Monday,Monday 12:30,330,0558_04_4.4,Holyrood,0335_03_3.2,40,Central,20,0,Classroom Style,Classroom Style,1
E:BC7LIB1UKL,ASL - Lecture/Workshop,15,Thursday,Thursday 14:00,170,0564_03_3.25,Holyrood,0103_01_1.B19,20,Central,5,0,Boardroom Style,Boardroom Style,1
E:ZQPT6JJDKS,"Healthy Communities: Society, Culture and Health 2 - Assessment/01",10,Thursday,Thursday 11:00,110,0558_02_2.2,Holyrood,0003_00_G.04,12,Central,2,0,Boardroom Style,Boardroom Style,1
E:61WX4YO77Y,"Healthy Communities: Society, Culture and Health 2 - Assessment/02",13,Thursday,Thursday 11:00,110,0564_03_3.25,Holyrood,0228_06_6.10,13,Central,0,0,Boardroom Style,Boardroom Style,1
E:IV3TWH3HX6,"Healthy Communities: Society, Culture and Health 2 - Assessment/06",13,Thursday,Thursday 11:00,110,0551_01_1.27,Holyrood,0423_R_R.02B,27,Lauriston,14,0,Boardroom Style,Boardroom Style,1
E:5SHEIIT74C,The Group in the Development of Self and Other - ILG2 / ILG4,10,Monday,Monday 14:00,170,0551_00_G32,Holyrood,0103_01_1.B15,16,Central,6,0,Classroom Style,Classroom Style,1
E:NQPPYTZ7HK,"Transitions, Endings and Beginnings - Seminar/01",55,Thursday,Thursday 13:00,170,0551_01_1.26,Holyrood,0112_00_G.01,55,Central,0,0,Classroom Style,Classroom Style,1
E:8AXOJR83NO,OS - The Monthly Poet,16,Monday,Monday 11:00,110,0551_-1M_M2,Holyrood,0103_01_1.B19,20,Central,4,0,Boardroom Style,Boardroom Style,1
E:1VPOTBKQAK,Ecological Economics Field Methods in Research and Practice - Workshop,40,Friday,Friday 14:00,230,0551_01_1.18,Holyrood,0112_00_G.01,55,Central,15,0,Classroom Style,Classroom Style,1
E:ZHVVMNOE4U,IFP - Introducing Cultural Studies Lecture,60,Monday,Monday 12:00,50,0591_-1_B1.11,Holyrood,0001_00_G.159,108,Central,48,28,Classroom Style,Classroom Style,1
E:A3UY8D3559-1,The Group in the Development of Self and Other - Seminar/02,55,Monday,Monday 10:00,180,0551_00_G42,Holyrood,0226_-1_LG.18,66,Central,11,0,Classroom Style,Specialist Room,0
E:R6HKSRDC4B,PIR Academic Publishing Seminar - Seminar,32,Wednesday,Wednesday 10:00,110,0558_04_4.4,Holyrood,0335_03_3.2,40,Central,8,0,Classroom Style,Classroom Style,1
E:I9GSYSS8QX,The Group in the Development of Self and Other - Seminar/01,55,Monday,Monday 10:00,180,0558_03_3.4,Holyrood,0450_02_2.55,68,Central,13,0,Classroom Style,Specialist Room,0
E:XPB1HBZYHK,Curating Seminar,25,Wednesday,Wednesday 11:30,90,0558_05_5.4,Holyrood,0401_01_1.01,84,New College,59,39,Classroom Style,Classroom Style,1
E:P5FHXHUR6M-1,Developing Narratives of Self - Seminar/02,55,Monday,Monday 10:00,180,0551_00_G42,Holyrood,0201_00_G.06,193,Central,138,118,Classroom Style,Lecture Theatre,0
E:61RRCO7N1S,Curating Seminar,25,Wednesday,Wednesday 11:30,90,0551_01_1.27,Holyrood,0113_01_1.425,260,Central,235,215,Boardroom Style,Lecture Theatre,0
E:K9CV2KJPJH,Pedagogies - Workshop/03,30,Tuesday,Tuesday 10:00,120,0551_01_1.21,Holyrood,0103_03_3.D02,40,Central,10,0,Classroom Style,Classroom Style,1
E:ZLG5MZJSPG-00001,Health and Wellbeing 2 - Lecture,100,Thursday,Thursday 13:00,110,0555_00_G.1,Holyrood,0335_00_G.01,120,Central,20,0,Classroom Style,Lecture Theatre,0
E:OGMTQZFYRI-00006-1,Pedagogies - Workshop/01,30,Wednesday,Wednesday 13:00,170,0558_04_4.4,Holyrood,0335_03_3.3,40,Central,10,0,Classroom Style,Classroom Style,1
E:61LY4VACOD-00005-00001,Childhood Studies Work Based Learning 1: Professional Development - Conference Breakout Rehearsal,35,Tuesday,Tuesday 18:30,120,0551_01_1.26,Holyrood,0008_02_2.403,45,Central,10,0,Classroom Style,Classroom Style,1
E:S5T3TRVYKP-00006-1,Pedagogies - Workshop/03,30,Wednesday,Wednesday 13:00,170,0558_03_3.4,Holyrood,0228_-1_LG.08,36,Central,6,0,Classroom Style,Classroom Style,1
E:CW3CTPAVHZ,In-person Placement Workshop,70,Friday,Friday 10:00,120,0551_00_G1,Holyrood,0201_00_G.06,193,Central,123,103,Classroom Style,Lecture Theatre,0
E:4TLI6K7DCW,Making and Conceptualising Curriculum - Workshop/01,30,Monday,Monday 09:30,120,0551_01_1.37,Holyrood,0335_03_3.3,40,Central,10,0,Classroom Style,Classroom Style,1
E:N2B1W9AHAM-00002-00001,Making and Conceptualising Curriculum - Lecture,120,Monday,Monday 09:00,30,0551_-1_LG34,Holyrood,0209_01_1.21,125,Central,5,0,Lecture Theatre,Lecture Theatre,1
E:N2B1W9AHAM-00002-00030,Pedagogies - Lecture,120,Tuesday,Tuesday 09:00,50,0551_-1_LG34,Holyrood,0335_00_G.01,120,Central,0,0,Lecture Theatre,Lecture Theatre,1
E:61LY4VACOD-00005,Childhood Studies Work Based Learning 1: Professional Development - Conference Breakout Rehearsal,35,Tuesday,Tuesday 18:30,120,0551_01_1.18,Holyrood,0313_00_G.10,36,Central,1,0,Classroom Style,Classroom Style,1
E:S5T3TRVYKP-00002-1,Pedagogies - Workshop/03,30,Thursday,Thursday 09:00,180,0558_04_4.20,Holyrood,0226_-1_LG.19,70,Central,40,20,Classroom Style,Specialist Room,0
E:61LY4VACOD-00005-00002,Childhood Studies Work Based Learning 1: Professional Development - Conference Breakout Rehearsal,35,Tuesday,Tuesday 18:30,120,0551_01_1.19,Holyrood,0227_00_G.05,44,Central,9,0,Classroom Style,Classroom Style,1
E:K3Q6GJEYWO,C&P - Tutorial/Physical Education,16,Wednesday,Wednesday 10:00,120,0564_03_3.25,Holyrood,0103_01_1.B09,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:61LY4VACOD-00001-00005,Childhood Studies Work Based Learning 1: Professional Development - Conference main venue Rehearsal,200,Tuesday,Tuesday 18:30,120,0551_00_G1,Holyrood,0113_00_G.152,200,Central,0,0,Classroom Style,Lecture Theatre,0
E:6FE6TUGPCM-00002-1,Pedagogies - Workshop/02,30,Thursday,Thursday 09:00,180,0558_05_5.2,Holyrood,0335_04_4.3,60,Central,30,10,Classroom Style,Classroom Style,1
E:N2B1W9AHAM-00002-00002,Making and Conceptualising Curriculum - Lecture,120,Monday,Monday 11:30,30,0551_-1_LG34,Holyrood,0201_00_G.06,193,Central,73,49,Lecture Theatre,Lecture Theatre,1
E:RPU97CVZJL-00002,Session Three: Friday 21st March 2025,40,Friday,Friday 09:30,390,0551_00_G21,Holyrood,0226_-1_LG.14,68,Central,28,8,Classroom Style,Specialist Room,0
E:L52NF95PFV,C&P - Tutorial/Physical Education,16,Wednesday,Wednesday 13:00,110,0564_03_3.25,Holyrood,0311_04_4.09,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:NG2Q7FH6ZW-00002,"Sport, Society and International Development - Lecture",90,Tuesday,Tuesday 16:00,50,0551_00_G1,Holyrood,0335_00_G.01,120,Central,30,10,Classroom Style,Lecture Theatre,0
E:QJO92BPYQP,Psychological Vulnerabilities and Distress in Counselling Practice - Seminar/01,55,Thursday,Thursday 13:00,170,0591_-1_B1.11,Holyrood,0201_01_1.08,307,Central,252,232,Classroom Style,Lecture Theatre,0
E:DNJPMQ6EVQ,PS2 - Workshop,9,Friday,Friday 09:00,110,0564_03_3.25,Holyrood,0001_02_2.347,16,Central,7,0,Boardroom Style,Boardroom Style,1
E:PERMW8BZWI-00001,Developing Talent - Practical,40,Monday,Monday 14:00,50,0564_00_G4,Holyrood,0424_05_5.21,40,Lauriston,0,0,Classroom Style,Classroom Style,1
E:61LY4VACOD-00005-00003,Childhood Studies Work Based Learning 1: Professional Development - Conference Breakout Rehearsal,35,Tuesday,Tuesday 18:30,120,0551_01_1.21,Holyrood,0228_-1_LG.08,36,Central,1,0,Classroom Style,Classroom Style,1
E:1NGKB9EZED,C&P - Tutorial/History,20,Tuesday,Tuesday 12:00,230,0551_00_G37,Holyrood,0113_00_G.203,20,Central,0,0,Classroom Style,Classroom Style,1
E:ANIYZEHQ86-00004,CEID Town Hall 5,50,Monday,Monday 12:00,110,0551_00_G42,Holyrood,0422_J_J.03,60,Central,10,0,Classroom Style,Classroom Style,1
E:PT4HRBTBRH,Making and Conceptualising Curriculum - Workshop/02,30,Monday,Monday 09:30,120,0551_01_1.21,Holyrood,0335_03_3.2,40,Central,10,0,Classroom Style,Classroom Style,1
E:L9GFSBGICA,Making and Conceptualising Curriculum - Workshop/03,30,Monday,Monday 09:30,120,0551_00_G42,Holyrood,0214_00_G.02,40,Central,10,0,Classroom Style,Classroom Style,1
E:5GL8IKKX1I,Dance for health: Dementia and Parkinson's disease,60,Thursday,Thursday 14:00,110,0551_01_1.26,Holyrood,0001_00_G.159,108,Central,48,28,Classroom Style,Classroom Style,1
E:TCLTZKYWNM,OS - Listening to Music,12,Thursday,Thursday 16:00,110,0551_-1_LG46,Holyrood,0254_01_1.07,12,Central,0,0,Boardroom Style,Boardroom Style,1
E:OGMTQZFYRI-00002-1,Pedagogies - Workshop/01,30,Thursday,Thursday 09:00,180,0558_04_4.4,Holyrood,0113_01M_01M.473,48,Central,18,0,Classroom Style,Classroom Style,1
E:Q8G9X778GU-00001-00002,Curriculum Plus 2 - Tutorial/Outdoor Learning,15,Friday,Friday 09:30,420,0558_03_3.02,Holyrood,0103_01_1.B09,16,Central,1,0,Boardroom Style,Boardroom Style,1
E:CUTX32JQ95,Kanazawa University - English for Legal Studies,16,Thursday,Thursday 14:00,110,0591_-1_B1.01,Holyrood,0003_00_G.03,18,Central,2,0,Boardroom Style,Classroom Style,0
E:OYCYO3CAYR-00007,Pedagogies - Lecture,120,Tuesday,Tuesday 13:00,50,0551_-1_LG34,Holyrood,0113_00_G.07,170,Central,50,26,Lecture Theatre,Lecture Theatre,1
E:6FE6TUGPCM-00006-1,Pedagogies - Workshop/02,30,Wednesday,Wednesday 13:00,170,0558_05_5.11,Holyrood,0300_00_NG.01,36,Central,6,0,Classroom Style,Classroom Style,1
E:1441MPCZSW-00004,Kanazawa University - English for Legal Studies,16,Friday,Friday 09:00,240,0551_-1M_M14,Holyrood,0008_02_2.365,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:1441MPCZSW,Kanazawa University - English for Legal Studies,16,Monday,Monday 09:00,240,0551_-1M_M14,Holyrood,0001_02_2.343,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:CUWPO7HRAY,Pedagogies - Workshop/04,30,Tuesday,Tuesday 10:00,120,0551_01_1.27,Holyrood,0113_00_G.03,50,Central,20,0,Boardroom Style,Classroom Style,0
E:WVTC1JMPSX-00002-1,Pedagogies - Workshop/04,30,Thursday,Thursday 09:00,180,0551_00_G42,Holyrood,0424_05_5.21,40,Lauriston,10,0,Classroom Style,Classroom Style,1
E:1441MPCZSW-00001,Kanazawa University - English for Legal Studies,16,Tuesday,Tuesday 09:00,240,0558_02_2.2,Holyrood,0254_01_1.03,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:NZ3KUIBV2A-00005,Pedagogies - Lecture,120,Wednesday,Wednesday 09:00,90,0591_-1_B1.11,Holyrood,0450_02_2.35,128,Central,8,0,Classroom Style,Classroom Style,1
E:1441MPCZSW-00003,Kanazawa University - English for Legal Studies,16,Thursday,Thursday 09:00,240,0591_-1_B1.01,Holyrood,0423_R_R.02B,27,Lauriston,11,0,Boardroom Style,Boardroom Style,1
E:1441MPCZSW-00002,Kanazawa University - English for Legal Studies,16,Wednesday,Wednesday 09:00,240,0551_-1M_M14,Holyrood,0311_04_4.09,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:5ENTCFZLLI,LfA - Spanish Intermediate Step 5,14,Wednesday,Wednesday 11:00,90,0551_00_G34,Holyrood,0113_00_G.11,15,Central,1,0,Boardroom Style,Boardroom Style,1
E:AR4VM5OABK,Investigating Individual Learner Differences - Workshop/02,25,Tuesday,Tuesday 10:00,110,0555_02_2.1,Holyrood,0335_02_2.1,25,Central,0,0,Boardroom Style,Classroom Style,0
E:IWHH8RYZN8,LfA - British Sign Language Elementary Step 2,14,Wednesday,Wednesday 19:00,90,0551_00_G35,Holyrood,0110_02_2.02,15,Central,1,0,Group Cluster Style,Boardroom Style,0
E:VRFQRQLZZW,Global Englishes for Language Teaching - Workshop/01,20,Tuesday,Tuesday 15:00,110,0558_03_3.02,Holyrood,0001_01_1.274,22,Central,2,0,Boardroom Style,Boardroom Style,1
E:2KWCDMVT2Y,LfA - French Beginners Step 1,14,Tuesday,Tuesday 17:30,90,0551_-1M_M2,Holyrood,0228_06_6.05,14,Central,0,0,Boardroom Style,Boardroom Style,1
E:2YIOSPXNEU,Making and Conceptualising Curriculum - Workshop/04,30,Monday,Monday 09:30,120,0551_01_1.19,Holyrood,0112_-1_B.01,35,Central,5,0,Classroom Style,Classroom Style,1
E:ORIR56D1WB,Bilingual Education - Lecture,44,Thursday,Thursday 16:00,110,0555_00_G.1,Holyrood,0227_00_G.06,64,Central,20,0,Classroom Style,Classroom Style,1
E:61LY4VACOD-00005-00004,Childhood Studies Work Based Learning 1: Professional Development - Conference Breakout Rehearsal,35,Tuesday,Tuesday 18:30,120,0551_00_G21,Holyrood,0214_00_G.02,40,Central,5,0,Classroom Style,Classroom Style,1
E:WVTC1JMPSX-00006-1,Pedagogies - Workshop/04,30,Wednesday,Wednesday 13:00,170,0558_04_4.20,Holyrood,0110_02_2.04,42,Central,12,0,Classroom Style,Classroom Style,1
