AnonID,Programme,HolyroodGTEvents,TotalEvents,TransitionRecords
Student06807,Physical Education MA (Hons) (Year 4),29,33,29
Student06809,Geography (MA Hons) (Year 3),1,20,1
Student06812,Counselling (Interpersonal Dialogue) (MCouns) (Full-time) - 2 years (Year 1),14,19,18
Student06814,Philosophy and Economics (MA Hons) (Year 3),1,25,1
Student06816,Geophysics and Meteorology (BSc Hons) (Year 4),1,35,1
Student06817,High Performance Computing with Data Science (MSc) (Full-time) (Year 1),2,49,11
Student06818,Nursing (BN) (Year 4),4,20,7
Student06826,Psychology (BSc Hons) - 4 Years (Full-time) (Year 4),1,10,11
Student06835,Architecture (MA Hons) (Year 4),2,16,4
Student06838,Business with Enterprise and Innovation MA (Hons) (Year 4),3,25,10
Student06841,Psychology (BSc Hons) - 4 Years (Full-time) (Year 4),1,11,11
Student06844,Law (LLB Hons) (Year 3),2,16,4
Student06847,Computer Science (BSc Hons) (Year 2),1,24,1
Student06863,Physical Education MA (Hons) (Year 4),29,33,29
Student06868,Business and Geography MA (Hons) (Year 4),2,9,10
Student06877,Applied Sport Science (BSc Hons) (Year 4),17,29,44
Student06889,History and Economics MA (Hons) (Year 3),3,25,11
Student06892,Sport and Recreation Management (BSc Hons) (Year 4),15,17,68
Student06897,Economics (MA Hons) (Year 3),1,33,1
Student06898,Business Management MA (Hons) (Year 4),2,14,10
Student06908,Geology (MEarthSci) (Year 4),1,12,1
Student06910,Nursing (BN) (Year 4),4,18,7
Student06911,Architecture (MA Hons) (Year 4),2,13,4
Student06913,International Business with Spanish MA (Hons) (Year 4),2,15,10
Student06915,Physical Education MA (Hons) (Year 4),29,33,29
Student06918,Business with Marketing MA (Hons) (Year 4),2,13,10
Student06924,Geography (MA Hons) (Year 4),1,9,5
Student06930,Architecture (MA Hons) (Year 4),2,14,4
Student06939,Physical Education MA (Hons) (Year 4),29,33,29
Student06944,Social Anthropology (MA Hons) (Year 4),1,13,11
Student06949,Business Management MA (Hons) (Year 4),2,18,10
Student06954,Architecture (MA Hons) (Year 3),1,14,1
Student06955,Psychology and Business MA (Hons) (Year 4),3,11,10
Student06961,Physical Education MA (Hons) (Year 4),29,33,29
Student06964,Health in Social Science MA(Hons) - 4 Years (Full-Time (Year 4),1,9,3
Student06965,Business Management MA (Hons) (Year 4),2,14,10
Student06967,Physical Education MA (Hons) (Year 4),29,33,29
Student06973,Biomedical Sciences BSc (Hons) (Year 4),2,18,2
Student06974,Sport and Recreation Management (BSc Hons) (Year 4),16,18,68
Student06975,Sport and Recreation Management (BSc Hons) (Year 4),15,17,68
Student06977,Social Policy and Politics (MA Hons) (Year 4),2,8,11
Student06979,Biomedical Sciences BSc (Hons) (Year 4),2,27,2
Student06981,Nursing (BN) (Year 4),4,18,7
Student06985,French (MA Hons) (Year 4),1,15,1
Student06989,Business Management MA (Hons) (Year 4),3,15,10
Student06992,Architecture (MA Hons) (Year 4),2,14,4
Student06997,Biomedical Sciences BSc (Hons) (Year 4),2,31,2
Student07000,Sport and Recreation Management (BSc Hons) (Year 4),14,16,68
Student07005,Nursing (BN) (Year 4),4,18,7
Student07008,Physical Education MA (Hons) (Year 4),27,30,37
Student07015,Geography (MA Hons) (Year 3),1,23,1
Student07017,Architecture (MA Hons) (Year 4),2,14,4
Student07018,Painting BA (Hons) (Year 4),1,31,1
Student07019,History and Economics MA (Hons) (Year 4),1,11,1
Student07020,International Business (MA Hons) (Year 4),2,14,10
Student07022,Philosophy and Politics (MA Hons) (Year 4),1,9,10
Student07031,Architecture (MA Hons) (Year 4),2,13,4
Student07041,International Relations (MA Hons) (Year 4),2,11,20
Student07043,MA (Hons) in Primary Education with Gaelic (Learners) (Year 2),9,42,59
Student07046,Physical Education MA (Hons) (Year 4),29,33,29
Student07048,Applied Sport Science (BSc Hons) (Year 4),16,23,66
Student07050,Architecture (MA Hons) (Year 4),2,17,4
Student07055,"Politics, Philosophy and Economics MA (Hons) (Year 3)",1,10,1
Student07056,Photography BA (Hons) (Year 4),1,31,1
Student07064,Architecture (MA Hons) (Year 3),1,14,1
Student07067,Business Management MA (Hons) (Year 4),5,16,20
Student07069,Economics (MA Hons) (Year 3),1,33,1
Student07072,Classical Studies (MA Hons) (Year 3),1,15,1
Student07073,Psychology (BSc Hons) - 4 Years (Full-time) (Year 4),1,10,11
Student07077,Business Management MA (Hons) (Year 4),3,16,10
Student07079,Business Management MA (Hons) (Year 4),3,16,10
Student07080,Business with Marketing MA (Hons) (Year 4),3,16,10
Student07082,International Relations (MA Hons) (Year 3),1,17,3
Student07084,Nursing (BN) (Year 4),4,18,7
Student07093,Architecture (MA Hons) (Year 4),2,16,4
Student07094,Applied Sport Science (BSc Hons) (Year 4),19,27,68
Student07096,Social Anthropology (MA Hons) (Year 4),2,14,20
Student07099,Business Management MA (Hons) (Year 4),1,15,3
Student07106,Law (LLB Hons) (Year 4),1,10,1
Student07112,Physiology BSc (Hons) (Year 2),1,7,1
Student07115,Business Management MA (Hons) (Year 4),2,14,10
Student07118,Childhood Practice (BA Ord) (Year 3),5,5,46
Student07119,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),1,31,11
Student07122,Psychology (BSc Hons) - 4 Years (Full-time) (Year 4),1,7,11
Student07125,Applied Sport Science (BSc Hons) (Year 4),21,30,66
Student07134,Law (LLB Hons) (Year 4),1,9,1
Student07142,"Sport, Physical Education and Health Sciences (PhD) - 3 Years (Full-time) (Year 2)",7,7,16
Student07161,Business Management MA (Hons) (Year 3),2,23,10
Student07164,Reproductive Biology BSc (Hons) (Year 4),2,38,4
Student07169,Accounting and Finance (MA Hons) (Year 3),2,32,13
Student07171,Physical Education MA (Hons) (Year 4),29,33,29
Student07175,Landscape Architecture (MA Hons) (Year 4),1,25,8
Student07179,Law and International Relations (LLB Hons) (Year 4),1,8,10
Student07180,"Government, Policy and Society MA(Hons) (Year 4)",1,8,11
Student07183,Business Management MA (Hons) (Year 4),2,15,10
Student07184,Physical Education MA (Hons) (Year 3),23,29,79
Student07197,Applied Sport Science (BSc Hons) (Year 4),20,29,63
Student07198,Painting BA (Hons) (Year 4),1,31,1
Student07202,Economics with Finance (MA Hons) (Year 3),1,40,1
Student07213,Applied Sport Science (BSc Hons) (Year 3),28,52,174
Student07218,Social Anthropology (MA Hons) (Year 4),2,11,20
Student07233,Architecture (MA Hons) (Year 4),2,14,4
Student07249,Law (LLB Hons) (Year 4),3,9,25
Student07259,"Arts, Humanities and Social Science (BA) (AHSS) (HCA) - (Full-time) (Year 3)",2,13,10
Student07261,Applied Mathematics (BSc Hons) (Year 4),2,22,10
Student07264,Reproductive Biology BSc (Hons) (Year 4),2,31,4
Student07269,International Business with French MA (Hons) (Year 4),2,15,10
Student07272,Business with Marketing MA (Hons) (Year 4),3,16,10
Student07277,Law (LLB Hons) (Year 4),1,11,1
Student07281,Architecture (MA Hons) (Year 4),2,15,4
Student07282,Education Studies (MA Hons) (Year 4),33,40,46
Student07290,"Arts, Humanities and Social Science (BA) (AHSS) (ECN) - (Full-time) (Year 3)",1,35,1
Student07292,International Relations (MA Hons) (Year 3),1,23,1
Student07303,Economics (MA Hons) (Year 3),1,34,1
Student07306,Chinese and Economics MA (Hons) (Year 4),1,35,1
Student07307,International Business (MA Hons) (Year 4),3,15,10
Student07308,Applied Sport Science (BSc Hons) (Year 3),13,26,90
Student07310,Economics (MA Hons) (Year 3),1,35,1
Student07313,Applied Sport Science (BSc Hons) (Year 4),12,17,58
Student07318,Social Anthropology (MA Hons) (Year 4),1,9,11
Student07324,"Interior, Architectural and Spatial Design (MA (eca)) - 1 Year (Full-Time) (Year 1)",1,19,5
Student07328,Nursing (BN) (Year 4),4,18,7
Student07350,Law (LLB Hons) (Year 4),1,9,1
Student07353,Physical Education MA (Hons) (Year 4),29,33,29
Student07364,Nursing (BN) (Year 4),4,18,7
Student07365,Law (LLB Ord) (Graduate Entry) (Year 2),3,53,6
Student07368,Biomedical Sciences BSc (Hons) (Year 4),1,31,1
Student07369,Sport and Recreation Management (BSc Hons) (Year 4),14,16,68
Student07370,Biomedical Sciences BSc (Hons) (Year 4),2,23,2
Student07374,Nursing (BN) (Year 4),4,18,7
Student07378,Education Studies (MA Hons) (Year 4),34,41,47
Student07379,Architecture (MA Hons) (Year 4),2,16,4
Student07384,Physical Education MA (Hons) (Year 4),29,33,29
Student07387,Geography (MA Hons) (Year 3),1,25,1
Student07394,Philosophy and Politics (MA Hons) (Year 4),2,12,20
Student07396,Architecture (MA Hons) (Year 4),2,15,4
Student07401,Sport and Recreation Management (BSc Hons) (Year 4),14,16,68
Student07407,Economics (MA Hons) (Year 3),1,33,1
Student07418,Reproductive Biology BSc (Hons) (Year 4),2,38,4
Student07420,International Relations (MA Hons) (Year 2),1,25,2
Student07425,Social Policy with Quantitative Methods (MA Hons) (Full-time) (Year 4),1,7,11
Student07426,International Business (MA Hons) (Year 4),2,21,10
Student07433,Sustainable Development (Geography) MA (Hons) - 4 Years (Full-Time) (Year 4),2,10,20
Student07440,Applied Sport Science (BSc Hons) (Year 4),21,30,76
Student07445,Painting BA (Hons) (Year 4),1,31,1
Student07449,Business with Marketing MA (Hons) (Year 4),3,16,10
Student07455,Social Anthropology (MA Hons) (Year 3),1,16,11
Student07457,Economics (MA Hons) (Year 3),1,33,1
Student07459,International Relations (MA Hons) (Year 2),1,15,2
Student07467,Architecture (MA Hons) (Year 4),2,15,4
Student07468,Social Anthropology (MA Hons) (Year 3),1,16,11
Student07469,Geography (MA Hons) (Year 4),1,9,5
Student07474,Business Management MA (Hons) (Year 4),2,15,10
Student07475,Physical Education MA (Hons) (Year 4),29,33,29
Student07478,Biomedical Sciences BSc (Hons) (Year 4),2,29,2
Student07480,Applied Sport Science (BSc Hons) (Year 4),18,21,81
Student07494,Social Anthropology (MA Hons) (Year 2),1,23,5
Student07500,Physical Education MA (Hons) (Year 4),29,33,29
Student07501,Economics and Mathematics (MA Hons) (Year 3),1,40,1
Student07506,Physical Education MA (Hons) (Year 4),29,33,29
Student07507,Psychology (BSc Hons) - 4 Years (Full-time) (Year 4),1,8,11
Student07519,Business Management MA (Hons) (Year 4),3,15,10
Student07525,Sport Management (BSc Hons) (Year 3),14,18,99
Student07532,Physical Education MA (Hons) (Year 4),29,33,29
Student07536,Architecture (MA Hons) (Year 3),1,14,1
Student07537,Photography BA (Hons) (Year 4),1,31,1
Student07541,Nursing (BN) (Year 4),4,18,7
Student07542,Applied Sport Science (BSc Hons) (Year 4),20,24,78
Student07547,Painting BA (Hons) (Year 4),1,31,1
Student07554,Psychology (BSc Hons) - 4 Years (Full-time) (Year 4),1,9,11
Student07555,Physical Education MA (Hons) (Year 4),29,33,29
Student07557,Social Policy and Politics (MA Hons) (Year 4),1,10,11
Student07560,Architecture (MA Hons) (Year 3),1,14,1
Student07564,Architecture (MA Hons) (Year 4),2,15,4
Student07567,Sport and Recreation Management (BSc Hons) (Year 4),15,17,68
Student07568,Business Management MA (Hons) (Year 4),3,16,10
Student07573,Sculpture BA (Hons) (Year 4),1,31,1
Student07579,Physical Education MA (Hons) (Year 4),29,33,29
Student07583,Painting BA (Hons) (Year 4),1,31,1
Student07585,Painting BA (Hons) (Year 4),1,31,1
Student07587,Health in Social Science MA(Hons) - 4 Years (Full-Time (Year 4),1,9,3
Student07606,Performance Costume (BA Hons) (Year 3),2,35,4
Student07607,Law (LLB Hons) (Year 4),3,7,25
Student07608,Applied Sport Science (BSc Hons) (Year 4),14,16,73
Student07611,Painting BA (Hons) (Year 4),1,31,1
Student07615,Architecture (MA Hons) (Year 2),1,14,1
Student07616,Applied Sport Science (BSc Hons) (Year 4),16,20,71
Student07625,Health in Social Science MA(Hons) - 4 Years (Full-Time (Year 4),3,18,11
Student07627,Learning in Communities MA (Hons) (Year 4),5,5,44
Student07628,Learning in Communities MA (Hons) (Year 4),4,5,33
Student07629,Sociology and Psychology (MA Hons) (Year 4),1,10,3
Student07631,Physical Education MA (Hons) (Year 4),29,33,29
Student07633,Business with Marketing MA (Hons) (Year 4),3,17,10
Student07634,Painting BA (Hons) (Year 3),3,40,11
Student07636,Physical Education MA (Hons) (Year 4),29,33,29
Student07637,Intermedia Art BA (Hons) (Year 4),1,31,1
Student07643,Social Work (BSc Hons) (Year 2),2,19,12
Student07649,Architecture (MA Hons) (Year 3),1,14,1
Student07651,Fine Art (MA Hons) (Year 3),1,33,1
Student07652,Physical Education MA (Hons) (Year 4),29,33,29
Student07654,Applied Sport Science (BSc Hons) (Year 4),13,15,76
Student07657,Economics (MA Hons) (Year 3),1,33,1
Student07660,Business and Geography MA (Hons) (Year 4),3,10,15
Student07665,Architecture (MA Hons) (Year 4),2,14,4
Student07668,Psychology and Business MA (Hons) (Year 4),1,7,11
Student07683,Applied Sport Science (BSc Hons) (Year 3),30,55,172
Student07687,Physical Education MA (Hons) (Year 4),27,30,37
Student07688,Nursing (BN) (Year 4),4,19,7
Student07689,Biomedical Sciences BSc (Hons) (Year 4),1,30,1
Student07691,Law (LLB Hons) (Year 3),2,25,4
Student07693,Physical Education MA (Hons) (Year 4),29,33,29
Student07704,Sustainable Development (Geography) MA (Hons) - 4 Years (Full-Time) (Year 3),1,17,1
Student07707,Economics (MA Hons) (Year 3),1,32,1
Student07708,Learning in Communities MA (Hons) (Year 4),4,5,33
Student07712,Sociology (MA Hons) (Year 3),2,17,20
Student07717,Nursing (BN) (Year 2),5,40,5
Student07721,Biomedical Sciences BSc (Hons) (Year 4),1,31,1
Student07724,MA (Hons) in Primary Education with Gaelic (Learners) (Year 1),16,38,85
Student07727,Learning in Communities MA (Hons) (Year 3),9,10,57
Student07731,Applied Sport Science (BSc Hons) (Year 4),15,18,73
Student07733,Business Management MA (Hons) (Year 4),2,18,10
Student07744,Architecture (MA Hons) (Year 4),2,14,4
Student07745,Architecture (MA Hons) (Year 3),1,14,1
Student07746,Psychology (BSc Hons) - 4 Years (Full-time) (Year 4),1,8,11
Student07747,Economics and Mathematics (MA Hons) (Year 3),1,37,1
Student07750,Biomedical Sciences BSc (Hons) (Year 4),2,19,2
Student07761,Economics (MA Hons) (Year 3),1,39,1
Student07767,Applied Sport Science (BSc Hons) (Year 4),16,18,71
Student07769,Physical Education MA (Hons) (Year 3),25,30,80
Student07771,Business Management MA (Hons) (Year 4),3,15,10
Student07774,Arabic and Politics (MA Hons) (Year 4),1,29,1
Student07777,Physical Education MA (Hons) (Year 4),29,33,29
Student07778,International Relations (MA Hons) (Year 3),1,21,1
Student07787,Intermedia Art BA (Hons) (Year 3),2,15,10
Student07794,Geography and Politics (MA Hons) (Year 3),1,11,1
Student07800,Geography (MA Hons) (Year 3),1,11,1
Student07817,Sociology and Psychology (MA Hons) (Year 4),1,10,3
Student07818,Architecture (MA Hons) (Year 4),2,15,4
Student07821,Biomedical Sciences BSc (Hons) (Year 4),1,23,1
Student07834,Graphic Design (BA Hons) (Year 3),2,16,4
Student07835,Reproductive Biology BSc (Hons) (Year 4),2,31,4
Student07840,Physical Education MA (Hons) (Year 4),27,30,37
Student07842,Social Anthropology (MA Hons) (Year 4),1,9,11
Student07843,Nursing (BN) (Year 4),4,19,7
Student07852,Physical Education MA (Hons) (Year 4),29,33,29
Student07854,Architecture (MA Hons) (Year 4),3,13,15
Student07862,Painting BA (Hons) (Year 4),1,31,1
Student07867,Physical Education MA (Hons) (Year 4),29,33,29
Student07868,Economics (MA Hons) (Year 3),1,33,1
Student07871,Astrophysics (MPhys) (Year 4),1,45,1
Student07879,Reproductive Biology BSc (Hons) (Year 4),2,31,4
Student07881,Learning in Communities MA (Hons) (Year 1),24,25,83
Student07884,Business with Human Resource Management MA (Hons) (Year 4),3,15,10
Student07887,Geography (MA Hons) (Year 3),1,23,1
Student07890,Law and International Relations (LLB Hons) (Year 2),1,53,2
Student07891,Reproductive Biology BSc (Hons) (Year 4),2,38,4
Student07897,"Government, Policy and Society MA(Hons) (Year 4)",1,15,11
Student07901,Physical Education MA (Hons) (Year 4),29,33,29
Student07903,Economics (MA Hons) (Year 3),1,35,1
Student07909,Social Anthropology and Politics (MA Hons) (Year 4),1,9,11
Student07912,Physical Education MA (Hons) (Year 4),29,33,29
Student07914,Music (BMus) (Year 2),1,22,11
Student07919,Architecture (MA Hons) (Year 3),1,14,1
Student07923,French and History (MA Hons) (Year 4),1,15,1
Student07929,Fine Art (MA Hons) (Year 3),1,19,1
Student07936,Nursing (BN) (Year 4),4,20,7
Student07939,Physical Education MA (Hons) (Year 4),27,30,37
Student07941,Law (LLB Hons) (Year 3),3,24,5
Student07950,Reproductive Biology BSc (Hons) (Year 4),2,38,4
Student07957,Nursing (BN) (Year 4),4,19,7
Student07960,Economics with Management Science (MA Hons) (Year 3),1,36,1
Student07963,History and Politics (MA Hons) (Year 4),1,12,11
Student07964,Sociology (MA Hons) (Year 4),1,8,3
Student07969,Law (LLB Hons) (Year 2),3,53,6
Student07971,Law and Politics (LLB Hons) (Year 4),1,15,1
Student07977,Reproductive Biology BSc (Hons) (Year 4),2,31,4
Student07988,Law (LLB Hons) (Year 4),1,8,1
Student07989,Physical Education MA (Hons) (Year 3),25,30,80
Student07990,Primary Education PGDE (Year 1),96,146,119
Student07991,Applied Sport Science (BSc Hons) (Year 4),15,16,71
Student07992,Intermedia Art BA (Hons) (Year 4),1,31,1
Student07993,Biomedical Sciences BSc (Hons) (Year 4),1,22,1
Student07994,Physical Education MA (Hons) (Year 4),29,33,29
Student07995,Nursing (BN) (Year 4),4,18,7
Student07999,Geography (MA Hons) (Year 3),1,23,1
Student08000,Social Policy and Sociology (MA Hons) (Year 4),1,11,11
Student08001,Nursing (BN) (Year 4),4,20,7
Student08002,Business with Marketing MA (Hons) (Year 4),2,15,10
Student08006,Applied Sport Science (BSc Hons) (Year 4),17,20,74
Student08017,Physical Education MA (Hons) (Year 4),29,33,29
Student08022,Painting BA (Hons) (Year 4),1,31,1
Student08026,Geography (BSc Hons) (Year 3),1,17,5
Student08030,Sociology (MA Hons) (Year 3),1,16,3
Student08031,Psychology (BSc Hons) - 4 Years (Full-time) (Year 4),1,10,11
Student08033,Law (LLB Hons) (Year 4),3,8,25
Student08036,Applied Sport Science (BSc Hons) (Year 4),12,17,58
Student08039,Architecture (MA Hons) (Year 4),2,13,4
Student08042,Biomedical Sciences BSc (Hons) (Year 4),1,26,1
Student08049,Economics (MA Hons) (Year 3),3,38,3
Student08055,Social Anthropology (MA Hons) (Year 3),3,14,33
Student08059,International Business with Chinese MA (Hons) (Year 4),2,14,10
Student08063,Landscape Architecture (MA Hons) (Year 4),1,25,8
