AnonID,Programme,HolyroodGTEvents,TotalEvents,TransitionRecords
Student14609,Primary Education PGDE (Year 1),96,146,119
Student14610,Primary Education PGDE (Year 1),96,144,117
Student14614,Sport Management (BSc Hons) (Year 3),12,17,99
Student14619,Study Abroad/Exchange Programme: Full Year (CAHSS) (Year 1),1,19,11
Student14620,Sculpture BA (Hons) (Year 4),1,31,1
Student14623,History and History of Art (MA Hons) (Year 3),2,12,10
Student14624,Photography BA (Hons) (Year 4),1,31,1
Student14626,Photography BA (Hons) (Year 3),3,40,11
Student14628,Law (LLB Hons) (Year 2),3,61,6
Student14632,Health in Social Science MA(Hons) - 4 Years (Full-Time (Year 3),3,14,11
Student14634,Architecture (BA) (Year 3),1,21,1
Student14636,Law and Business LLB (Hons) (Year 2),3,47,6
Student14637,Study Abroad/Exchange Programme: Semester 1 (CAHSS) (Year 1),1,11,2
Student14640,Applied Sport Science (BSc Hons) (Year 3),30,55,172
Student14645,Social Anthropology (MSc) (Part-time) (Year 1),1,8,11
Student14648,Law (LLB Hons) (Year 2),3,53,6
Student14650,Intermedia Art BA (Hons) (Year 3),3,40,11
Student14657,Intermedia Art BA (Hons) (Year 4),1,31,1
Student14663,Applied Sport Science (BSc Hons) (Year 3),28,51,164
Student14666,Law and International Relations (LLB Hons) (Year 3),2,15,4
Student14673,History and Politics (MA Hons) (Year 3),1,10,3
Student14674,Economics (MA Hons) (Year 3),1,43,1
Student14681,Photography BA (Hons) (Year 4),1,31,1
Student14687,Architecture (MA Hons) (Year 2),1,21,10
Student14691,Architecture (MA Hons) (Year 2),1,14,1
Student14692,History and Economics MA (Hons) (Year 3),1,27,1
Student14695,Health in Social Science MA(Hons) - 4 Years (Full-Time (Year 2),1,23,11
Student14696,Architecture (MA Hons) (Year 3),1,14,1
Student14697,Law (LLB Ord) (Graduate Entry) (Year 2),3,61,6
Student14699,Economics (MA Hons) (Year 3),1,28,1
Student14703,Intermedia Art BA (Hons) (Year 4),1,31,1
Student14705,Linguistics and Social Anthropology (MA Hons) (Year 3),1,18,11
Student14708,Law (LLB Hons) (Year 2),2,27,4
Student14713,Painting BA (Hons) (Year 4),1,31,1
Student14714,Social Anthropology and Politics (MA Hons) (Year 3),1,26,1
Student14727,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),1,27,11
Student14729,Primary Education PGDE (Year 1),96,146,119
Student14736,Fine Art (BA Hons) - 4 Years (Full-time) (Year 2),1,46,1
Student14737,Fine Art (BA Hons) - 4 Years (Full-time) (Year 2),1,45,1
Student14740,Applied Sport Science (BSc Hons) (Year 2),35,60,112
Student14742,Accounting and Finance (MA Hons) (Year 2),2,28,13
Student14748,Health in Social Science MA(Hons) - 4 Years (Full-Time (Year 3),3,18,11
Student14754,Counselling (MCouns) (Part-time) - 4 years (Year 3),6,7,20
Student14756,Counselling (PgDip) - 3 Years (Part-time) (Year 3),7,8,20
Student14757,Illustration (MA (eca)) (Year 1),1,22,5
Student14758,Landscape Architecture (MLA) (Year 2),1,21,8
Student14762,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student14768,Counselling (MCouns) (Part-time) - 4 years (Year 3),7,8,21
Student14769,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),1,30,1
Student14773,Landscape Architecture (MLA) (Year 2),1,22,8
Student14774,"Global Premodern Art: History, Heritage and Curation (MSc) - 1 Year (Full-Time) (Year 1)",1,14,10
Student14789,Counselling (PgDip) - 3 Years (Part-time) (Year 3),6,7,20
Student14790,Counselling (Interpersonal Dialogue) (MCouns) (Full-time) - 2 years (Year 2),8,15,31
Student14791,Counselling (Interpersonal Dialogue) (MCouns) (Full-time) - 2 years (Year 2),7,14,30
Student14793,Counselling (PgDip) - 3 Years (Part-time) (Year 3),7,8,20
Student14794,Counselling (PgDip) - 3 Years (Part-time) (Year 3),7,8,20
Student14799,Education (MSc) (Full-time) (Year 2),2,2,4
Student14809,High Performance Computing (MSc) (Full-time) (Year 1),2,40,11
Student14823,Law (LLB Hons) (Year 2),3,57,6
Student14840,Law (LLB Hons) (Year 2),3,58,6
Student14851,Inclusive Education (Deaf Learners) (ICL) (PgDip) 1 - 4 years (Year 2),7,10,7
Student14853,Translation Studies (MSc) (Full-time) (Year 1),1,23,10
Student14854,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,103,2
Student14857,Health in Social Science MA(Hons) - 4 Years (Full-Time (Year 3),1,10,10
Student14878,Counselling (PgDip) - 3 Years (Part-time) (Year 2),9,9,21
Student14879,Counselling (MCouns) (Part-time) - 4 years (Year 3),6,7,20
Student14883,Secondary Education PGDE (English) (Year 1),16,17,77
Student14892,Counselling (MCouns) (Part-time) - 4 years (Year 3),7,8,21
Student14893,Ecological Economics (SAC) (MSc) (Part-time) - 3 years (Year 3),2,3,11
Student14895,Counselling (PgDip) - 3 Years (Part-time) (Year 3),6,7,21
Student14896,Law (LLB Ord) (Graduate Entry) (Year 2),3,54,6
Student14905,Counselling (PgDip) - 3 Years (Part-time) (Year 3),6,7,21
Student14915,Economics (MSc) (Full-time) (Year 1),5,65,5
Student14917,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 3),11,22,82
Student14944,Inclusive Education (Deaf Learners) (ICL) (PgDip) - 2-4 Years (Year 3),1,1,11
Student14951,Psychological Therapies (ICL) (MSc) - 2-6 Years (Year 3),1,11,1
Student14955,Inclusive Education (Deaf Learners) (ICL) (PgDip) - 2-4 Years (Year 3),1,1,11
Student14961,Health in Social Science MA(Hons) - 4 Years (Full-Time (Year 2),2,21,12
Student14970,Psychological Therapies (ICL) (MSc) - 2-6 Years (Year 1),1,11,1
Student15020,Inclusive Education (MSc) - 1 Year (Full-time) (Year 3),7,10,34
Student15021,Inclusive Education (Deaf Learners) (ICL) (PgDip) - 2-4 Years (Year 3),2,3,2
Student15025,Law (LLB Hons) (Year 2),3,53,6
Student15026,Nursing (BN) (Year 2),4,36,4
Student15028,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15029,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15030,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15031,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15032,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15034,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15035,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15036,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15037,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15038,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15039,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15040,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15041,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15042,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15043,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15044,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15045,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15046,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15048,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15053,Psychological Therapies (ICL) (MSc) - 2-6 Years (Year 1),1,11,1
Student15056,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),1,28,1
Student15057,"Transformative Learning and Teaching (Nursery - S3, Generalist) (MSc) - 21 Months (Year 2)",9,9,31
Student15059,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15060,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15069,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15070,Childhood Practice (BA Ord) (Year 4),5,5,46
Student15077,Computer Science (BSc Hons) (Year 2),1,43,1
Student15080,Social Anthropology and Politics (MA Hons) (Year 2),3,27,11
Student15081,AHSS Cert (HE) International Foundation Programme - UCAS Entry (Year 1),22,22,219
Student15088,Law (LLB Ord) (Graduate Entry) (Year 2),3,54,6
Student15090,International Relations and International Law (MA Hons) (Year 2),4,27,16
Student15093,Accounting and Finance (MA Hons) (Year 2),3,31,22
Student15095,Health in Social Science MA(Hons) - 4 Years (Full-Time (Year 2),1,28,1
Student15104,Law (LLB Hons) (Year 2),3,54,6
Student15107,Social Anthropology (MA Hons) (Year 2),1,17,11
Student15112,Law (LLB Ord) (Graduate Entry) (Year 2),3,53,6
Student15115,Architecture (MA Hons) (Year 2),1,28,10
Student15126,Law (LLB Hons) (Year 2),3,53,6
Student15138,Law (LLB Hons) (Year 2),3,53,6
Student15139,Ecological Economics (SAC) (MSc) (Full-time) (Year 1),2,12,11
Student15146,Medicine (Pre-Clinical) (MBChB) (Year 2),2,161,16
Student15150,International Business (MA Hons) (Year 2),1,25,10
Student15165,Social Anthropology (MA Hons) (Year 2),1,21,5
Student15166,Medicine (Pre-Clinical) (MBChB) (Year 2),1,165,6
Student15169,Politics (MA Hons) (Year 2),1,25,2
Student15177,Law (LLB Hons) (Year 2),3,53,6
Student15180,Accounting and Business MA (Hons) (Year 2),2,26,13
Student15190,Accounting and Finance (MA Hons) (Year 2),2,43,13
Student15213,Computer Science (BSc Hons) (Year 2),1,41,1
Student15215,Computer Science (BSc Hons) (Year 2),1,44,1
Student15225,Law (LLB Hons) (Year 2),3,53,6
Student15226,Medicine (Pre-Clinical) (MBChB) (Year 1),1,197,2
Student15235,Artificial Intelligence and Computer Science (BSc Hons) (Year 2),1,44,1
Student15237,Law (LLB Hons) (Year 2),3,53,6
Student15238,Medicine (Pre-Clinical) (MBChB) (Year 2),2,163,14
Student15259,History (MA Hons) (Year 2),1,26,2
Student15262,Sociology and Politics (MA Hons) (Year 2),1,28,5
Student15265,Computer Science (BSc Hons) (Year 2),1,44,1
Student15269,Artificial Intelligence and Computer Science (BSc Hons) (Year 2),1,44,1
Student15270,Music (BMus) (Year 2),1,18,11
Student15276,Medicine (Pre-Clinical) (MBChB) (Year 2),1,162,12
Student15280,Health in Social Science MA(Hons) - 4 Years (Full-Time (Year 2),1,23,11
Student15282,Computer Science (BSc Hons) (Year 2),1,41,1
Student15294,Medicine (Pre-Clinical) (MBChB) (Year 2),1,162,12
Student15298,Law (LLB Ord) (Graduate Entry) (Year 2),3,53,6
Student15301,History (MA Hons) (Year 2),1,26,2
Student15317,Medicine (Pre-Clinical) (MBChB) (Year 1),2,197,5
Student15323,Economics and Politics (MA Hons) (Year 2),1,46,2
Student15336,Medicine (Pre-Clinical) (MBChB) (Year 2),2,162,16
Student15343,Economics (MA Hons) (Year 2),1,41,5
Student15349,Medicine (Pre-Clinical) (MBChB) (Year 2),1,162,4
Student15350,Medicine (Pre-Clinical) (MBChB) (Year 2),2,165,2
Student15357,Medicine (Pre-Clinical) (MBChB) (Year 2),1,163,4
Student15368,Informatics (MInf) (Year 2),1,44,1
Student15374,Computer Science (BSc Hons) (Year 2),1,44,1
Student15385,International Relations (MA Hons) (Year 2),1,25,5
Student15386,Medicine (Pre-Clinical) (MBChB) (Year 2),2,161,16
Student15392,Law (LLB Hons) (Year 2),3,53,6
Student15394,Politics (MA Hons) (Year 2),1,26,5
Student15396,Medicine (Pre-Clinical) (MBChB) (Year 2),1,162,4
Student15397,Applied Sport Science (BSc Hons) (Year 1),16,27,120
Student15401,Computer Science (BEng Hons) (Year 2),1,42,1
Student15403,Medicine (Pre-Clinical) (MBChB) (Year 2),1,164,4
Student15404,Medicine (Pre-Clinical) (MBChB) (Year 2),3,163,18
Student15407,Medicine (Pre-Clinical) (MBChB) (Year 2),1,163,4
Student15408,Computer Science (BSc Hons) (Year 2),1,42,1
Student15419,Sociology and Politics (MA Hons) (Year 2),1,23,11
Student15430,Law (LLB Hons) (Year 2),3,53,6
Student15434,Geography (MA Hons) (Year 2),1,20,5
Student15437,Medicine (Pre-Clinical) (MBChB) (Year 2),1,161,4
Student15438,Medicine (Pre-Clinical) (MBChB) (Year 2),2,165,2
Student15439,Geography (MA Hons) (Year 2),1,25,5
Student15441,Medicine (Pre-Clinical) (MBChB) (Year 2),1,164,6
Student15444,Medicine (Pre-Clinical) (MBChB) (Year 2),2,165,2
Student15445,Medicine (Pre-Clinical) (MBChB) (Year 2),1,164,4
Student15446,Medicine (Pre-Clinical) (MBChB) (Year 2),2,165,2
Student15450,Medicine (Pre-Clinical) (MBChB) (Year 2),1,161,12
Student15452,Medicine (Pre-Clinical) (MBChB) (Year 2),3,164,6
Student15454,Nursing (BN) (Year 2),4,35,4
Student15456,Medicine (Pre-Clinical) (MBChB) (Year 2),2,161,16
Student15459,Computer Science (BEng Hons) (Year 2),1,44,1
Student15468,Medicine (Pre-Clinical) (MBChB) (Year 2),1,164,4
Student15479,Computer Science (BEng Hons) (Year 2),1,44,1
Student15490,Medicine (Pre-Clinical) (MBChB) (Year 2),3,164,6
Student15499,English Literature (MA Hons) (Year 2),1,22,5
Student15502,Social Anthropology (MA Hons) (Year 2),1,21,2
Student15513,Medicine (Pre-Clinical) (MBChB) (Year 2),2,162,16
Student15515,Architecture (MA Hons) (Year 1),1,23,1
Student15526,Education (MSc) (Full-time) (Year 2),2,2,4
Student15527,Spanish and Philosophy (MA Hons) (Year 2),3,38,5
Student15532,Chemistry (BSc Hons) (Year 2),1,52,5
Student15535,"Politics, Philosophy and Economics MA (Hons) (Year 2)",1,39,9
Student15536,Computer Science (BSc Hons) (Year 2),1,44,1
Student15538,Finance and Business MA (Hons) (Year 2),2,32,13
Student15540,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),1,27,11
Student15547,Medicine (Pre-Clinical) (MBChB) (Year 2),2,164,2
Student15548,Informatics (MInf) (Year 2),1,44,1
Student15553,Computer Science (BSc Hons) (Year 2),1,44,1
Student15556,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),20,30,126
Student15558,Global Health Policy (MSc) - 1 Year (Year 1),1,21,11
Student15564,Comparative Education and International Development (CEID) (MSc) - 1 Year (Full-time) (Year 1),17,19,90
Student15565,High Performance Computing with Data Science (MSc) (Full-time) (Year 1),2,37,11
Student15575,Geography (MA Hons) (Year 1),1,21,2
Student15577,Physical Activity for Health (MSc) - 1 Year (Full-time) (Year 1),20,24,88
Student15582,Geographical Information Science (MSc) (Full-time) (Year 1),1,15,1
Student15586,International Relations (MA Hons) (Year 1),1,31,5
Student15600,Medicine (Pre-Clinical) (MBChB) (Year 1),2,199,3
Student15602,Outdoor Environmental and Sustainability Education (MSc) (Full-time) - 15 Months (Year 1),32,105,32
Student15611,Medicine (Pre-Clinical) (MBChB) (Year 2),2,163,14
Student15613,Medicine (Pre-Clinical) (MBChB) (Year 2),1,164,4
Student15614,Medicine (Pre-Clinical) (MBChB) (Year 2),2,163,10
Student15617,Computer Science (BSc Hons) (Year 2),1,44,1
Student15618,Medicine (Pre-Clinical) (MBChB) (Year 2),2,162,14
Student15621,Medicine (Pre-Clinical) (MBChB) (Year 2),1,161,12
Student15623,Fine Art (BA Hons) - 4 Years (Full-time) (Year 2),1,42,1
Student15624,Politics (MA Hons) (Year 2),1,25,2
Student15626,Psychology and Business MA (Hons) (Year 2),1,29,10
Student15631,Medicine (Pre-Clinical) (MBChB) (Year 2),1,164,4
Student15636,Medicine (Pre-Clinical) (MBChB) (Year 2),2,162,14
Student15641,Law and Business LLB (Hons) (Year 2),1,42,2
Student15646,Medicine (Pre-Clinical) (MBChB) (Year 2),2,165,2
Student15647,Computer Science (BSc Hons) (Year 2),1,41,1
Student15664,Medicine (Pre-Clinical) (MBChB) (Year 2),1,161,4
Student15670,High Performance Computing (MSc) (Full-time) (Year 1),2,36,11
Student15671,Artificial Intelligence and Computer Science (BSc Hons) (Year 2),1,44,1
Student15679,Computer Science and Management Science (BSc Hons) (Year 2),1,45,1
Student15686,Medicine (Pre-Clinical) (MBChB) (Year 2),1,163,12
Student15690,Architecture (MA Hons) (Year 1),1,23,1
Student15693,Medicine (Pre-Clinical) (MBChB) (Year 2),1,162,12
Student15699,"Government, Policy and Society MA(Hons) (Year 1)",1,44,2
Student15713,Education (Philosophy of Education) (MSc) - 1 Year (Year 1),7,11,36
Student15716,Artificial Intelligence and Computer Science (BSc Hons) (Year 2),1,45,1
Student15721,Medicine (Pre-Clinical) (MBChB) (Year 2),1,163,4
Student15723,English Literature (MA Hons) (Year 2),2,15,22
Student15730,English Literature (MA Hons) (Year 2),3,24,5
Student15746,Medicine (Pre-Clinical) (MBChB) (Year 2),3,163,18
Student15747,Social Policy and Politics (MA Hons) (Year 2),3,22,11
Student15748,Medicine (Pre-Clinical) (MBChB) (Year 2),2,163,14
Student15751,Economics (MA Hons) (Year 2),1,44,2
Student15753,Medicine (Pre-Clinical) (MBChB) (Year 2),1,161,12
Student15756,Medicine (Pre-Clinical) (MBChB) (Year 2),2,163,14
Student15757,Architecture (MA Hons) (Year 2),1,27,10
Student15763,Computer Science (BEng Hons) (Year 2),1,45,1
Student15764,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),1,29,1
Student15775,Law and History (LLB Hons) (Year 2),3,51,6
Student15782,Medicine (Pre-Clinical) (MBChB) (Year 2),3,163,18
Student15783,English Literature (MA Hons) (Year 2),3,32,5
Student15784,Computer Science (BEng Hons) (Year 2),1,42,1
Student15786,Medicine (Pre-Clinical) (MBChB) (Year 2),1,162,12
Student15788,Medicine (Pre-Clinical) (MBChB) (Year 2),1,164,4
Student15790,Medicine (Pre-Clinical) (MBChB) (Year 2),3,164,6
Student15796,Medicine (Pre-Clinical) (MBChB) (Year 2),3,163,18
Student15797,Law and International Relations (LLB Hons) (Year 1),1,35,9
Student15803,History of Art (MA Hons) (Year 2),1,21,1
Student15804,Social Anthropology with Development (MA Hons) (Year 2),1,29,5
Student15806,Medicine (Pre-Clinical) (MBChB) (Year 2),3,163,18
Student15808,Medicine (Pre-Clinical) (MBChB) (Year 1),1,198,1
Student15810,Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 1),22,23,85
Student15814,Medicine (Pre-Clinical) (MBChB) (Year 2),2,164,14
Student15816,Philosophy (MA Hons) (Year 2),1,25,5
Student15817,Medicine (Pre-Clinical) (MBChB) (Year 2),3,164,6
Student15818,Italian and History (MA Hons) (Year 2),2,33,22
Student15819,Geography (MA Hons) (Year 2),1,22,2
Student15830,Medicine (Pre-Clinical) (MBChB) (Year 2),2,162,16
Student15838,Interdisciplinary Futures (MA) (Year 2),1,24,2
Student15849,History (MA Hons) (Year 2),1,27,5
Student15856,Medicine (Pre-Clinical) (MBChB) (Year 2),1,164,4
Student15861,Artificial Intelligence and Computer Science (BSc Hons) (Year 2),1,44,1
Student15865,Medicine (Pre-Clinical) (MBChB) (Year 2),2,164,10
Student15866,Law and Spanish (LLB Hons) (Year 2),3,59,6
Student15871,Sociology and Social Anthropology (MA Hons) (Year 2),1,23,5
Student15872,Linguistics (MA Hons) (Year 2),3,31,5
Student15873,Economics (MA Hons) (Year 2),1,43,9
Student15874,Computer Science (BSc Hons) (Year 2),1,44,1
Student15878,Architecture (MA Hons) (Year 2),3,34,6
Student15882,Medicine (Pre-Clinical) (MBChB) (Year 2),1,165,6
Student15887,Medicine (Pre-Clinical) (MBChB) (Year 1),3,199,4
Student15896,Sustainable Development MA (Hons) (Year 2),2,24,7
Student15898,Computer Science (BEng Hons) (Year 2),1,44,1
Student15904,Economics (MA Hons) (Year 2),1,39,2
Student15930,Music (BMus) (Year 2),1,16,11
Student15938,Law (LLB Hons) (Year 2),3,53,6
Student15945,Politics (MA Hons) (Year 2),1,26,12
Student15946,Law (LLB Hons) (Year 2),3,53,6
Student15950,Cognitive Science (Humanities) (MA Hons) (Year 2),1,44,1
Student15951,Computer Science (BEng Hons) (Year 2),1,44,1
Student15952,Medicine (Pre-Clinical) (MBChB) (Year 2),3,163,6
Student15955,Architecture (MA Hons) (Year 2),1,25,10
Student15956,Law and Business LLB (Hons) (Year 2),1,49,2
Student15958,Medicine (Pre-Clinical) (MBChB) (Year 2),3,164,6
Student15959,Computer Science (BSc Hons) (Year 2),1,40,1
Student15961,Science and Technology in Society (MSc) (Full-time) (Year 1),2,17,9
Student15963,Arabic and Social Anthropology (MA Hons) (Year 1),1,22,5
Student15965,Medicine (Pre-Clinical) (MBChB) (Year 2),2,163,14
Student15969,Medicine (Pre-Clinical) (MBChB) (Year 2),2,164,14
Student15973,Computer Science (BSc Hons) (Year 2),1,44,1
Student15974,Law (LLB Hons) (Year 2),3,53,6
Student15979,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),1,26,11
Student15989,Medicine (Pre-Clinical) (MBChB) (Year 2),2,164,2
Student16003,Medicine (Pre-Clinical) (MBChB) (Year 1),1,202,1
Student16005,Italian (MA Hons) (Year 2),1,43,5
Student16012,Computer Science (BSc Hons) (Year 2),1,47,1
Student16020,Applied Sport Science (BSc Hons) (Year 1),10,33,76
Student16023,Medicine (Pre-Clinical) (MBChB) (Year 2),3,164,6
Student16032,Economics with Finance (MA Hons) (Year 2),1,39,9
Student16041,Medicine (Pre-Clinical) (MBChB) (Year 2),1,164,6
Student16046,Medicine (Pre-Clinical) (MBChB) (Year 1),1,197,2
Student16048,Medicine (Pre-Clinical) (MBChB) (Year 2),1,162,4
Student16049,Business Management MA (Hons) (Year 2),1,19,10
Student16051,Law (LLB Ord) (Graduate Entry) (Year 2),3,53,6
Student16052,Medicine (Pre-Clinical) (MBChB) (Year 2),1,162,12
Student16055,Software Engineering (BEng Hons) (Year 2),1,41,1
Student16058,Medicine (Pre-Clinical) (MBChB) (Year 2),2,162,14
Student16059,Medicine (Pre-Clinical) (MBChB) (Year 2),3,164,6
Student16065,Artificial Intelligence and Computer Science (BSc Hons) (Year 2),1,46,1
Student16071,Sustainable Development MA (Hons) (Year 2),2,29,7
Student16078,Medicine (Pre-Clinical) (MBChB) (Year 2),1,164,6
Student16081,Geography (BSc Hons) (Year 2),1,21,5
Student16095,Law (LLB Hons) (Year 2),3,65,6
Student16098,International Relations (MA Hons) (Year 2),5,18,12
Student16102,Medicine (Pre-Clinical) (MBChB) (Year 2),1,162,4
Student16108,Counselling (Interpersonal Dialogue) (MCouns) (Full-time) - 2 years (Year 1),14,19,18
Student16109,Law (LLB Hons) (Year 2),3,58,6
Student16119,Computer Science (BSc Hons) (Year 2),1,44,1
Student16121,Medicine (Pre-Clinical) (MBChB) (Year 2),2,164,2
Student16126,Medicine (Pre-Clinical) (MBChB) (Year 1),2,196,5
Student16129,Computer Science (BSc Hons) (Year 2),1,44,1
Student16130,Artificial Intelligence and Computer Science (BSc Hons) (Year 2),1,44,1
Student16132,Medicine (Pre-Clinical) (MBChB) (Year 2),3,163,18
Student16145,Medicine (Pre-Clinical) (MBChB) (Year 2),3,164,6
Student16153,Computer Science and Management Science (BSc Hons) (Year 2),1,36,1
Student16154,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),1,31,2
Student16160,Accounting and Finance (MA Hons) (Year 2),2,28,13
Student16168,International Relations (MA Hons) (Year 2),1,21,2
Student16172,Medicine (Pre-Clinical) (MBChB) (Year 2),1,165,6
Student16176,Accounting and Finance (MA Hons) (Year 2),2,29,13
Student16182,Medicine (Pre-Clinical) (MBChB) (Year 2),1,164,6
Student16183,Medicine (Pre-Clinical) (MBChB) (Year 2),2,161,16
Student16187,Medicine (Pre-Clinical) (MBChB) (Year 1),1,196,2
Student16197,Law (LLB Hons) (Year 2),3,54,6
Student16202,Computer Science (BEng Hons) (Year 2),1,48,1
Student16208,Medicine (Pre-Clinical) (MBChB) (Year 2),2,164,2
Student16211,Medicine (Pre-Clinical) (MBChB) (Year 2),2,163,14
Student16214,Computer Science (BSc Hons) (Year 2),1,44,1
Student16222,Artificial Intelligence and Computer Science (BSc Hons) (Year 2),1,44,1
Student16223,Medicine (Pre-Clinical) (MBChB) (Year 2),2,164,10
Student16235,Medicine (Pre-Clinical) (MBChB) (Year 1),1,196,1
Student16240,Fine Art (BA Hons) - 4 Years (Full-time) (Year 2),1,51,1
Student16258,Fine Art (BA Hons) - 4 Years (Full-time) (Year 2),1,41,1
Student16263,Social Anthropology and Politics (MA Hons) (Year 2),1,26,5
Student16265,Medicine (Pre-Clinical) (MBChB) (Year 2),1,164,6
Student16269,Medicine (Pre-Clinical) (MBChB) (Year 2),1,161,4
Student16271,Medicine (Pre-Clinical) (MBChB) (Year 2),2,162,16
Student16279,Biological Sciences with Management (BSc Hons) (Year 2),1,28,10
Student16283,Physical Education MA (Hons) (Year 2),23,49,79
Student16285,Artificial Intelligence and Computer Science (BSc Hons) (Year 2),1,44,1
Student16294,Medicine (Pre-Clinical) (MBChB) (Year 2),1,162,4
Student16298,German and Politics (MA Hons) (Year 2),4,41,7
Student16303,Artificial Intelligence and Computer Science (BSc Hons) (Year 2),1,44,1
Student16304,Medicine (Pre-Clinical) (MBChB) (Year 1),1,198,1
Student16306,Computer Science (BSc Hons) (Year 2),1,44,1
Student16308,Medicine (Pre-Clinical) (MBChB) (Year 2),2,164,2
Student16314,Medicine (Pre-Clinical) (MBChB) (Year 2),2,162,16
Student16317,Medicine (Pre-Clinical) (MBChB) (Year 2),3,164,6
Student16323,Computer Science (BSc Hons) (Year 2),1,44,1
Student16333,Law (LLB Hons) (Year 2),3,54,6
Student16337,Architecture (MA Hons) (Year 1),1,19,1
Student16339,Computer Science (BSc Hons) (Year 1),6,41,44
Student16343,Law (LLB Hons) (Year 2),3,53,6
Student16349,Global Mental Health and Society (MSc) - 1 Year (Full-time) (Year 1),3,13,12
Student16352,Law and International Relations (LLB Hons) (Year 2),1,54,2
Student16353,Fine Art (BA Hons) - 4 Years (Full-time) (Year 2),1,56,1
Student16366,Medicine (Pre-Clinical) (MBChB) (Year 2),1,164,6
Student16376,Medicine (Pre-Clinical) (MBChB) (Year 2),2,165,2
Student16380,Global Strategy and Sustainability (MSc) - 1 Year (Full-time) (Year 1),2,45,2
Student16382,Computer Science (BSc Hons) (Year 2),1,44,1
Student16383,Law (LLB Hons) (Year 2),3,53,6
Student16408,Law (LLB Hons) (Year 2),3,53,6
Student16424,Computer Science (BSc Hons) (Year 2),1,44,1
Student16427,Medicine (Pre-Clinical) (MBChB) (Year 1),1,198,1
Student16429,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),1,30,11
Student16463,Law (LLB Hons) (Year 2),3,53,6
Student16465,Artificial Intelligence and Computer Science (BSc Hons) (Year 2),1,44,1
Student16466,Sustainable Development MA (Hons) (Year 2),2,30,7
Student16467,Law and German (LLB Hons) (Year 2),3,65,6
Student16468,History and Politics (MA Hons) (Year 1),1,30,5
Student16469,Artificial Intelligence and Computer Science (BSc Hons) (Year 2),1,45,1
Student16475,Medicine (Pre-Clinical) (MBChB) (Year 1),1,196,1
Student16476,International Relations with Quantitative Methods (MA Hons) (Full-time) (Year 2),1,21,5
Student16478,Informatics (MInf) (Year 2),1,50,1
Student16485,Medicine (Pre-Clinical) (MBChB) (Year 2),2,161,16
Student16489,English Literature (MA Hons) (Year 2),4,37,10
Student16490,Law (LLB Hons) (Year 2),3,53,6
Student16491,Law and International Relations (LLB Hons) (Year 2),1,54,2
Student16492,Medicine (Pre-Clinical) (MBChB) (Year 2),2,162,16
Student16500,Medicine (Pre-Clinical) (MBChB) (Year 1),1,195,2
Student16507,Italian and History (MA Hons) (Year 2),1,37,5
Student16511,Architecture (MA Hons) (Year 2),3,26,6
Student16513,High Performance Computing (MSc) (Full-time) (Year 1),2,33,11
Student16514,Distance in Counselling Studies (PhD) - 6 Years (Part-time) (Year 2),1,4,10
Student16517,Language Education (MSc) - 1 Year (Full-time) (Year 1),17,33,87
Student16522,Law (LLB Ord) (Graduate Entry) (Year 2),3,53,6
Student16525,Economics (MA Hons) (Year 2),1,36,1
Student16526,Medicine (Pre-Clinical) (MBChB) (Year 2),3,163,18
Student16528,Law and International Relations (LLB Hons) (Year 2),1,53,2
Student16530,Language Education (MSc) - 1 Year (Full-time) (Year 1),19,33,98
