Room,Campus,Capacity,Room Type,Frequency,Occupancy,Utilization
0551_00_G37,Holyrood,25,Classroom Style,0.2722222222222222,0.7565517241379309,0.20595019157088118
0551_00_G38,Holyrood,18,Boardroom Style,0.2611111111111111,0.7888888888888889,0.20598765432098767
0551_00_G42,Holyrood,55,Classroom Style,0.23161680911680907,0.7398268398268397,0.1713563319396652
0551_00_G43,Holyrood,59,Classroom Style,0.21071071071071074,0.6005895357406043,0.12655064792131854
0551_00_G44,Holyrood,12,Boardroom Style,0.056847545219638244,0.7666666666666666,0.043583118001722654
0551_01_1.18,Holyrood,60,Classroom Style,0.33893893893893895,0.66875,0.2266654154154154
0551_01_1.19,Holyrood,40,Classroom Style,0.1732988802756244,0.637890625,0.11054573105081823
0551_01_1.21,Holyrood,40,Classroom Style,0.15594315245478035,0.6438775510204081,0.10040829510098612
0551_01_1.26,Holyrood,60,Classroom Style,0.26225225225225224,0.6113526570048308,0.1603286112199155
0551_01_1.27,Holyrood,25,Boardroom Style,0.24177433247200686,0.7784615384615383,0.1882120188166699
0551_01_1.37,Holyrood,35,Classroom Style,0.22446167097329883,0.6924675324675322,0.15543241943241934
0551_-1_LG23,Holyrood,10,Boardroom Style,0.06554694229112834,0.9846153846153847,0.06453852779434176
0551_-1_LG34,Holyrood,120,Lecture Theatre,0.1634634634634636,0.8128968253968254,0.13287893051781952
0551_-1_LG44,Holyrood,14,Boardroom Style,0.20236625514403295,0.9603174603174603,0.19433584819387292
0551_-1_LG45,Holyrood,14,Boardroom Style,0.24644644644644648,0.9595238095238094,0.2364712331378998
0551_-1_LG46,Holyrood,16,Boardroom Style,0.2907838070628769,0.89375,0.2598880275624462
0551_-1_LG47,Holyrood,16,Boardroom Style,0.2856261022927689,0.8901515151515151,0.2542505077227299
0551_-1_LG48,Holyrood,20,Boardroom Style,0.327336860670194,0.8609756097560974,0.281829053211167
0551_-1_LG49,Holyrood,18,Boardroom Style,0.23548664944013767,0.7544802867383512,0.17767003479264867
0551_-1M_M1,Holyrood,16,Classroom Style,0.24504737295434967,0.8355263157894737,0.2047435287184369
0551_-1M_M14,Holyrood,16,Boardroom Style,0.24444444444444435,0.8597560975609756,0.2101626016260162
0551_-1M_M16,Holyrood,14,Boardroom Style,0.22892892892892897,0.9308035714285714,0.21308786465036467
0551_-1M_M18,Holyrood,6,Boardroom Style,0.020620620620620627,0.9722222222222223,0.020047825603381166
0551_-1M_M2,Holyrood,20,Boardroom Style,0.3367283950617284,0.863157894736842,0.2906497725795971
0553_04_422,Holyrood,25,Boardroom Style,0.16846846846846847,0.8251851851851854,0.13901768435101772
0564_00_G4,Holyrood,40,Classroom Style,0.19939939939939938,0.6877450980392158,0.13713595948890067
0564_02_2.14,Holyrood,40,Classroom Style,0.1916916916916916,0.6806818181818182,0.13048104923104917
0564_03_3.15,Holyrood,24,Classroom Style,0.2650793650793651,0.8474462365591399,0.22464051032599422
0564_03_3.16,Holyrood,24,Classroom Style,0.22162162162162152,0.8844696969696971,0.19601760851760847
0564_03_3.23,Holyrood,25,Boardroom Style,0.19382716049382714,0.9311627906976743,0.18048463967843809
0564_03_3.24,Holyrood,40,Classroom Style,0.18288288288288285,0.66875,0.12230292792792789
0564_03_3.25,Holyrood,20,Boardroom Style,0.2259259259259258,0.8833333333333334,0.1995679012345678
0555_00_G.1,Holyrood,100,Classroom Style,0.1948948948948947,0.8645833333333334,0.1685028778778777
0555_01_1.15,Holyrood,31,Classroom Style,0.1995995995995995,0.7519713261648745,0.1500931756128888
0555_02_2.1,Holyrood,25,Boardroom Style,0.22852852852852842,0.9599999999999997,0.21938738738738722
0616_00_00.01-E,Kings Buildings,86,Classroom Style,0.22431431431431406,0.4060077519379845,0.09107335048226511
0616_02_02.02-E,Kings Buildings,72,Specialist Room,0.25635635635635634,0.7803030303030303,0.20003564170230834
0640_00_G.0070,Kings Buildings,313,Lecture Theatre,0.20730730730730731,0.680771989306905,0.1411290079934535
0640_01_1.0107,Kings Buildings,88,Lecture Theatre,0.25375375375375375,0.7010667903525046,0.17789832968404395
0640_01_1.0114,Kings Buildings,33,Classroom Style,0.22002002002002002,0.5212121212121212,0.11467710134376802
0640_01_1.0115,Kings Buildings,35,Classroom Style,0.19999999999999993,0.5106382978723404,0.10212765957446804
0608_00_G.27,Kings Buildings,164,Lecture Theatre,0.1810810810810811,0.5261491557223265,0.09527565792809696
0601_00_G.14,Kings Buildings,200,Lecture Theatre,0.3542542542542543,0.6205102040816327,0.21981837960409392
0601_00_G.41,Kings Buildings,75,Specialist Room,0.11251251251251251,0.7252380952380951,0.08159836026502693
0601_00_G.45,Kings Buildings,24,Specialist Room,0.07147147147147147,1.6401515151515154,0.11722404222404223
0633_01_1.201,Kings Buildings,135,Lecture Theatre,0.2693693693693694,0.5447407407407407,0.14673646980313648
0633_03_3.304B,Kings Buildings,40,Classroom Style,0.1825825825825826,0.6573529411764705,0.12002119766825647
0602_00_G.10,Kings Buildings,54,Classroom Style,0.3048048048048049,0.6044973544973544,0.18425369814258705
0602_00_G.2,Kings Buildings,195,Lecture Theatre,0.33683683683683696,0.5326786688488815,0.1794257978655142
0613_01_1.1501,Kings Buildings,62,Classroom Style,0.48768768768768767,0.4072580645161291,0.19861474377603414
0613_02_2.2901,Kings Buildings,14,Boardroom Style,0.07177177177177176,0.7678571428571429,0.0551104676104676
0613_02_2.3902,Kings Buildings,197,Lecture Theatre,0.3111111111111113,0.7164880616657266,0.22290739696267065
0613_02_2.3905,Kings Buildings,150,Lecture Theatre,0.3723723723723725,0.4552252252252251,0.16951329708086466
0613_02_2.3908,Kings Buildings,104,Lecture Theatre,0.30190190190190214,0.6599112426035502,0.19922845922845933
0613_04_4.4325B,Kings Buildings,39,Classroom Style,0.1912912912912913,0.5193671576650302,0.0993504142440313
0613_05_5.5326,Kings Buildings,42,Classroom Style,0.3209209209209209,0.73992673992674,0.23745797079130412
0613_05_5.5327,Kings Buildings,50,Classroom Style,0.3714714714714715,0.8386666666666668,0.31154074074074084
0613_05_5.5328,Kings Buildings,50,Classroom Style,0.36126126126126124,0.8136507936507936,0.2939405119405119
0613_06_6.6201,Kings Buildings,38,Lecture Theatre,0.19459459459459458,0.5595567867036011,0.10888672606124128
0613_06_6.6206,Kings Buildings,52,Lecture Theatre,0.22462462462462465,0.5396890343698856,0.1212274467593617
0613_06_6.6301,Kings Buildings,60,Classroom Style,0.29549549549549553,0.4920454545454545,0.1453972153972154
0632_00_G.009,Kings Buildings,94,Lecture Theatre,0.20790123456790116,0.6894252143537631,0.14333235320638724
0632_00_G.024,Kings Buildings,230,Lecture Theatre,0.23568568568568568,0.5090333474039679,0.11997187351978401
0632_00_G.092,Kings Buildings,36,Classroom Style,0.17272272272272268,0.4775280898876405,0.08247995186197432
0632_00_G.69,Kings Buildings,25,Classroom Style,0.15395395395395398,0.6558024691358024,0.10096338313622265
0654_00_G.04,Kings Buildings,20,Boardroom Style,0.12942386831275726,0.5769230769230771,0.07466761633428305
0654_00_G.05,Kings Buildings,24,Classroom Style,0.2025025025025025,0.7462962962962963,0.15112686760834912
0654_00_G.10,Kings Buildings,20,Classroom Style,0.12242242242242245,0.6628205128205129,0.0811440928107595
0654_00_G.12,Kings Buildings,20,Classroom Style,0.09599599599599598,0.93125,0.08939627127127125
0654_00_G.13,Kings Buildings,19,Classroom Style,0.08065843621399178,0.6998050682261209,0.05644518245774474
0654_00_G.26,Kings Buildings,105,Lecture Theatre,0.24484484484484495,0.5003809523809524,0.12251569664903003
0654_00_G.30,Kings Buildings,20,Classroom Style,0.11611611611611614,0.5771739130434783,0.06701919310614965
0654_00_G.31,Kings Buildings,46,Classroom Style,0.24264264264264263,0.8037757437070938,0.19503027054514468
0654_00_G.32,Kings Buildings,28,Classroom Style,0.15915915915915915,0.6088435374149659,0.09690302547445402
0654_00_G.33,Kings Buildings,20,Classroom Style,0.0983983983983984,0.7333333333333335,0.07215882549215884
0654_00_G.34,Kings Buildings,24,Classroom Style,0.14844844844844846,0.9088541666666667,0.13491799090757425
0654_01_1.19,Kings Buildings,68,Classroom Style,0.26706706706706707,0.6617647058823528,0.17673555908850022
0639_00_G.02,Kings Buildings,112,Lecture Theatre,0.2771771771771772,0.6122068230277186,0.1696897590554307
0639_01_1.14,Kings Buildings,400,Lecture Theatre,0.23813813813813825,0.8897580645161292,0.2118853288772645
0639_01_1.15,Kings Buildings,300,Lecture Theatre,0.32252252252252267,0.8737373737373737,0.2817999817999819
0639_02_2.06,Kings Buildings,60,Group Cluster Style,0.27577577577577583,1.0666666666666667,0.2941608274941609
0639_02_2.07,Kings Buildings,150,Lecture Theatre,0.2558558558558559,0.5514666666666667,0.141095975975976
0639_-1_B.01,Kings Buildings,300,Lecture Theatre,0.3052052052052054,0.7161988304093568,0.21858761100281585
0612_01_1.02,Kings Buildings,372,Lecture Theatre,0.22172172172172183,0.7892473118279569,0.17499327284273528
0612_07_7.15,Kings Buildings,50,Classroom Style,0.17057057057057057,0.5243636363636364,0.08944100464100464
0612_07_7.20,Kings Buildings,58,Classroom Style,0.17227227227227226,0.4383401519579193,0.07551385400596387
0421_E_E.22,Lauriston,218,Lecture Theatre,0.21041041041041011,0.5039864569681084,0.10604399725194819
0421_E_E.26,Lauriston,20,Boardroom Style,0.30570570570570543,0.7945454545454548,0.24289707889707876
0424_05_5.21,Lauriston,40,Classroom Style,0.21695906432748518,0.45538461538461533,0.09879982006297786
0423_O_O.17,Lauriston,78,Lecture Theatre,0.17917917917917928,0.4281210592686004,0.07671037998906859
0201_00_G.06,Central,193,Lecture Theatre,0.0,0.0,0.0
0201_00_G.07,Central,194,Lecture Theatre,0.0,0.0,0.0
0201_00_G.08,Central,193,Lecture Theatre,0.0,0.0,0.0
0201_01_1.06,Central,300,Lecture Theatre,0.0,0.0,0.0
0201_01_1.08,Central,307,Lecture Theatre,0.0,0.0,0.0
0422_J_J.03,Central,60,Classroom Style,0.20585585585585575,0.43104166666666666,0.08873245120120116
0422_J_J.05,Central,60,Classroom Style,0.24754754754754746,0.43125,0.10675487987987985
0422_L_L.06,Lauriston,16,Boardroom Style,0.25895895895895876,0.9193181818181818,0.23806567931567912
0401_01_1.01,New College,84,Classroom Style,0.188988988988989,0.3641774891774892,0.06882553549220218
0401_01_1.07,New College,32,Classroom Style,0.3136136136136136,0.5630580357142857,0.17658266525454025
0401_01_1.08,New College,12,Boardroom Style,0.22202202202202193,0.9950980392156863,0.22093367877681594
0401_01_1.09,New College,10,Boardroom Style,0.15785785785785786,0.95,0.14996496496496495
0401_01M_01M.19,New College,38,Boardroom Style,0.26106106106106103,0.456688596491228,0.11922360957448673
0401_02_2.17,New College,18,Boardroom Style,0.23783783783783782,0.7097222222222221,0.16879879879879878
0401_02_2.28,New College,108,Lecture Theatre,0.2637637637637638,0.5224358974358975,0.137799658632992
0646_00_G.05(U),Kings Buildings,90,Specialist Room,0.2022022022022022,0.5555555555555555,0.1123345567790012
0423_R_R.02B,Lauriston,27,Boardroom Style,0.0,0.0,0.0
2305_03_8,Western General,35,Specialist Room,0.0006172839506172839,0.8571428571428571,0.000529100529100529
2302_00_EG.02,Western General,180,Lecture Theatre,0.0013468013468013469,0.2777777777777778,0.00037411148522259637
2716_00_G.22,Bioquarter,20,Boardroom Style,0.09269269269269269,1.05,0.09732732732732732
2716_00_G.18,Bioquarter,84,Classroom Style,0.09176954732510288,0.6304761904761905,0.057858514599255347
2716_00_G.17,Bioquarter,60,Classroom Style,0.10956790123456792,0.5448717948717949,0.059700459006014575
2716_00_G.30,Bioquarter,36,Group Cluster Style,0.03433433433433433,0.7369281045751633,0.025301935922850953
0401_01_AssemblyHall,New College,320,Lecture Theatre,0.21481481481481485,0.8742239932885907,0.18779626522495654
